date,plant_id,location,waste_type,weight_tons,source,cost_per_ton_eur,collection_zone,weather,total_cost_eur,month,month_num,quarter
2026-09-27,WTE_RTM_02,Rotterdam City,Paper/Cardboard,116.1,Municipal,65.0,South Rotterdam,Rainy,7546.5,2026-09,9,2026Q3
2026-09-27,WTE_RTM_02,Rotterdam City,Metal,116.1,Municipal,80.0,Central District,Rainy,9288.0,2026-09,9,2026Q3
2026-09-28,WTE_RTM_02,Rotterdam City,Organic,508.9,Household,70.0,Port Area,Cloudy,35623.0,2026-09,9,2026Q3
2026-09-28,WTE_RTM_01,Rotterdam Port,Plastic,290.8,Industrial,95.0,South Rotterdam,Cloudy,27626.0,2026-09,9,2026Q3
2026-09-28,WTE_RTM_01,Rotterdam Port,Industrial Waste,363.5,Industrial,85.0,North Rotterdam,Cloudy,30897.5,2026-09,9,2026Q3
2026-09-28,WTE_RTM_02,Rotterdam City,Paper/Cardboard,145.4,Municipal,65.0,North Rotterdam,Cloudy,9451.0,2026-09,9,2026Q3
2026-09-28,WTE_RTM_02,Rotterdam City,Metal,145.4,Municipal,80.0,Central District,Cloudy,11632.0,2026-09,9,2026Q3
2026-09-29,WTE_RTM_02,Rotterdam City,Organic,451.85,Household,78.87478361223312,Port Area,Rainy,35639.57,2026-09,9,2026Q3
2026-09-29,WTE_RTM_01,Rotterdam Port,Plastic,258.2,Industrial,95.0,North Rotterdam,Rainy,24529.0,2026-09,9,2026Q3
2026-09-29,WTE_RTM_01,Rotterdam Port,Industrial Waste,322.75,Industrial,85.0,Port Area,Rainy,27433.75,2026-09,9,2026Q3
2026-09-29,WTE_RTM_02,Rotterdam City,Paper/Cardboard,129.1,Municipal,65.0,Port Area,Rainy,8391.5,2026-09,9,2026Q3
2026-09-29,WTE_RTM_02,Rotterdam City,Metal,129.1,Municipal,80.0,South Rotterdam,Rainy,10328.0,2026-09,9,2026Q3
2026-09-30,WTE_RTM_02,Rotterdam City,Organic,444.85,Household,70.0,North Rotterdam,Rainy,31139.5,2026-09,9,2026Q3
2026-09-30,WTE_RTM_01,Rotterdam Port,Plastic,254.2,Industrial,95.0,South Rotterdam,Rainy,24149.0,2026-09,9,2026Q3
2026-09-30,WTE_RTM_01,Rotterdam Port,Industrial Waste,317.75,Industrial,85.0,Port Area,Rainy,27008.75,2026-09,9,2026Q3
2026-09-30,WTE_RTM_02,Rotterdam City,Paper/Cardboard,127.1,Municipal,65.0,Port Area,Rainy,8261.5,2026-09,9,2026Q3
2026-09-30,WTE_RTM_02,Rotterdam City,Metal,127.1,Municipal,80.0,Central District,Rainy,10168.0,2026-09,9,2026Q3
2026-10-01,WTE_RTM_02,Rotterdam City,Organic,480.2,Household,70.0,Central District,Cloudy,33614.0,2026-10,10,2026Q4
2026-10-01,WTE_RTM_01,Rotterdam Port,Plastic,274.4,Industrial,78.87478361223312,Central District,Cloudy,21643.24,2026-10,10,2026Q4
2026-10-01,WTE_RTM_01,Rotterdam Port,Industrial Waste,274.0310305123777,Industrial,85.0,North Rotterdam,Cloudy,23292.64,2026-10,10,2026Q4
2026-10-01,WTE_RTM_02,Rotterdam City,Paper/Cardboard,137.2,Municipal,65.0,North Rotterdam,Cloudy,8918.0,2026-10,10,2026Q4
2026-10-01,WTE_RTM_02,Rotterdam City,Metal,137.2,Municipal,80.0,Port Area,Cloudy,10976.0,2026-10,10,2026Q4
2026-10-02,WTE_RTM_02,Rotterdam City,Organic,521.5,Household,70.0,Port Area,Rainy,36505.0,2026-10,10,2026Q4
2026-10-02,WTE_RTM_01,Rotterdam Port,Plastic,298.0,Industrial,95.0,North Rotterdam,Rainy,28310.0,2026-10,10,2026Q4
2026-10-02,WTE_RTM_01,Rotterdam Port,Industrial Waste,372.5,Industrial,85.0,North Rotterdam,Rainy,31662.5,2026-10,10,2026Q4
2026-10-02,WTE_RTM_02,Rotterdam City,Paper/Cardboard,149.0,Municipal,65.0,Port Area,Rainy,9685.0,2026-10,10,2026Q4
2026-10-02,WTE_RTM_02,Rotterdam City,Metal,149.0,Municipal,80.0,Port Area,Rainy,11920.0,2026-10,10,2026Q4
2026-10-03,WTE_RTM_02,Rotterdam City,Organic,471.8,Household,78.87478361223312,Central District,Rainy,37213.12,2026-10,10,2026Q4
2026-10-03,WTE_RTM_01,Rotterdam Port,Plastic,269.6,Industrial,95.0,Port Area,Rainy,25612.0,2026-10,10,2026Q4
2026-10-03,WTE_RTM_01,Rotterdam Port,Industrial Waste,337.0,Industrial,85.0,North Rotterdam,Rainy,28645.0,2026-10,10,2026Q4
2026-10-03,WTE_RTM_02,Rotterdam City,Paper/Cardboard,134.8,Municipal,65.0,South Rotterdam,Rainy,8762.0,2026-10,10,2026Q4
2026-10-03,WTE_RTM_02,Rotterdam City,Metal,134.8,Municipal,80.0,North Rotterdam,Rainy,10784.0,2026-10,10,2026Q4
2026-10-04,WTE_RTM_02,Rotterdam City,Organic,401.45,Household,70.0,Port Area,Cloudy,28101.5,2026-10,10,2026Q4
2026-10-04,WTE_RTM_01,Rotterdam Port,Plastic,229.4,Industrial,95.0,Central District,Cloudy,21793.0,2026-10,10,2026Q4
2026-10-04,WTE_RTM_01,Rotterdam Port,Industrial Waste,286.75,Industrial,85.0,North Rotterdam,Cloudy,24373.75,2026-10,10,2026Q4
2026-10-04,WTE_RTM_02,Rotterdam City,Paper/Cardboard,114.7,Municipal,65.0,Central District,Cloudy,7455.5,2026-10,10,2026Q4
2026-10-04,WTE_RTM_02,Rotterdam City,Metal,114.7,Municipal,80.0,Central District,Cloudy,9176.0,2026-10,10,2026Q4
2026-10-05,WTE_RTM_02,Rotterdam City,Organic,563.85,Household,70.0,Port Area,Cloudy,39469.5,2026-10,10,2026Q4
2026-10-05,WTE_RTM_01,Rotterdam Port,Plastic,322.2,Industrial,95.0,Port Area,Cloudy,30609.0,2026-10,10,2026Q4
2026-10-05,WTE_RTM_01,Rotterdam Port,Industrial Waste,402.75,Industrial,85.0,Central District,Cloudy,34233.75,2026-10,10,2026Q4
2026-10-05,WTE_RTM_02,Rotterdam City,Paper/Cardboard,161.1,Municipal,65.0,South Rotterdam,Cloudy,10471.5,2026-10,10,2026Q4
2026-10-05,WTE_RTM_02,Rotterdam City,Metal,161.1,Municipal,80.0,North Rotterdam,Cloudy,12888.0,2026-10,10,2026Q4
2026-10-06,WTE_RTM_02,Rotterdam City,Organic,417.2,Household,70.0,Central District,Cloudy,29204.0,2026-10,10,2026Q4
2026-10-06,WTE_RTM_01,Rotterdam Port,Plastic,238.4,Industrial,95.0,South Rotterdam,Cloudy,22648.0,2026-10,10,2026Q4
2026-10-06,WTE_RTM_01,Rotterdam Port,Industrial Waste,298.0,Industrial,85.0,Port Area,Cloudy,25330.0,2026-10,10,2026Q4
2026-10-06,WTE_RTM_02,Rotterdam City,Paper/Cardboard,119.2,Municipal,65.0,North Rotterdam,Cloudy,7748.0,2026-10,10,2026Q4
2026-10-06,WTE_RTM_02,Rotterdam City,Metal,119.2,Municipal,80.0,South Rotterdam,Cloudy,9536.0,2026-10,10,2026Q4
2026-10-07,WTE_RTM_02,Rotterdam City,Organic,525.35,Household,70.0,South Rotterdam,Rainy,36774.5,2026-10,10,2026Q4
2026-10-07,WTE_RTM_01,Rotterdam Port,Plastic,300.2,Industrial,95.0,Central District,Rainy,28519.0,2026-10,10,2026Q4
2026-10-07,WTE_RTM_01,Rotterdam Port,Industrial Waste,375.25,Industrial,78.87478361223312,Port Area,Rainy,29597.76,2026-10,10,2026Q4
2026-10-07,WTE_RTM_02,Rotterdam City,Paper/Cardboard,150.1,Municipal,65.0,Port Area,Rainy,9756.5,2026-10,10,2026Q4
2026-10-07,WTE_RTM_02,Rotterdam City,Metal,150.1,Municipal,80.0,North Rotterdam,Rainy,12008.0,2026-10,10,2026Q4
2026-10-08,WTE_RTM_02,Rotterdam City,Organic,433.3,Household,70.0,South Rotterdam,Rainy,30331.0,2026-10,10,2026Q4
2026-10-08,WTE_RTM_01,Rotterdam Port,Plastic,247.6,Industrial,95.0,South Rotterdam,Rainy,23522.0,2026-10,10,2026Q4
2026-10-08,WTE_RTM_01,Rotterdam Port,Industrial Waste,309.5,Industrial,85.0,South Rotterdam,Rainy,26307.5,2026-10,10,2026Q4
2026-10-08,WTE_RTM_02,Rotterdam City,Paper/Cardboard,123.8,Municipal,65.0,South Rotterdam,Rainy,8047.0,2026-10,10,2026Q4
2026-10-08,WTE_RTM_02,Rotterdam City,Metal,123.8,Municipal,80.0,Central District,Rainy,9904.0,2026-10,10,2026Q4
2026-10-09,WTE_RTM_02,Rotterdam City,Organic,471.1,Household,70.0,Central District,Rainy,32977.0,2026-10,10,2026Q4
2026-10-09,WTE_RTM_01,Rotterdam Port,Plastic,269.2,Industrial,95.0,Port Area,Rainy,25574.0,2026-10,10,2026Q4
2026-10-09,WTE_RTM_01,Rotterdam Port,Industrial Waste,336.5,Industrial,85.0,Port Area,Rainy,28602.5,2026-10,10,2026Q4
2026-10-09,WTE_RTM_02,Rotterdam City,Paper/Cardboard,134.6,Municipal,65.0,Central District,Rainy,8749.0,2026-10,10,2026Q4
2026-10-09,WTE_RTM_02,Rotterdam City,Metal,134.6,Municipal,80.0,Port Area,Rainy,10768.0,2026-10,10,2026Q4
2026-10-10,WTE_RTM_02,Rotterdam City,Organic,403.9,Household,70.0,North Rotterdam,Rainy,28273.0,2026-10,10,2026Q4
2026-10-10,WTE_RTM_01,Rotterdam Port,Plastic,230.8,Industrial,78.87478361223312,Port Area,Rainy,18204.3,2026-10,10,2026Q4
2026-10-10,WTE_RTM_01,Rotterdam Port,Industrial Waste,274.0310305123777,Industrial,78.87478361223312,Port Area,Rainy,21614.14,2026-10,10,2026Q4
2026-10-10,WTE_RTM_02,Rotterdam City,Paper/Cardboard,115.4,Municipal,78.87478361223312,Central District,Rainy,9102.15,2026-10,10,2026Q4
2026-10-10,WTE_RTM_02,Rotterdam City,Metal,115.4,Municipal,80.0,Central District,Rainy,9232.0,2026-10,10,2026Q4
2026-10-11,WTE_RTM_02,Rotterdam City,Organic,495.6,Household,70.0,North Rotterdam,Cloudy,34692.0,2026-10,10,2026Q4
2026-10-11,WTE_RTM_01,Rotterdam Port,Plastic,283.2,Industrial,95.0,Port Area,Cloudy,26904.0,2026-10,10,2026Q4
2026-10-11,WTE_RTM_01,Rotterdam Port,Industrial Waste,354.0,Industrial,85.0,Central District,Cloudy,30090.0,2026-10,10,2026Q4
2026-10-11,WTE_RTM_02,Rotterdam City,Paper/Cardboard,141.6,Municipal,65.0,North Rotterdam,Cloudy,9204.0,2026-10,10,2026Q4
2026-10-11,WTE_RTM_02,Rotterdam City,Metal,141.6,Municipal,80.0,Central District,Cloudy,11328.0,2026-10,10,2026Q4
2026-10-12,WTE_RTM_02,Rotterdam City,Organic,474.25,Household,70.0,South Rotterdam,Dry,33197.5,2026-10,10,2026Q4
2026-10-12,WTE_RTM_01,Rotterdam Port,Plastic,271.0,Industrial,95.0,Central District,Dry,25745.0,2026-10,10,2026Q4
2026-10-12,WTE_RTM_01,Rotterdam Port,Industrial Waste,338.75,Industrial,85.0,Port Area,Dry,28793.75,2026-10,10,2026Q4
2026-10-12,WTE_RTM_02,Rotterdam City,Paper/Cardboard,135.5,Municipal,65.0,Port Area,Dry,8807.5,2026-10,10,2026Q4
2026-10-12,WTE_RTM_02,Rotterdam City,Metal,135.5,Municipal,80.0,Central District,Dry,10840.0,2026-10,10,2026Q4
2026-10-13,WTE_RTM_02,Rotterdam City,Organic,413.0,Household,70.0,South Rotterdam,Rainy,28910.0,2026-10,10,2026Q4
2026-10-13,WTE_RTM_01,Rotterdam Port,Plastic,236.0,Industrial,95.0,South Rotterdam,Rainy,22420.0,2026-10,10,2026Q4
2026-10-13,WTE_RTM_01,Rotterdam Port,Industrial Waste,295.0,Industrial,85.0,North Rotterdam,Rainy,25075.0,2026-10,10,2026Q4
2026-10-13,WTE_RTM_02,Rotterdam City,Paper/Cardboard,118.0,Municipal,65.0,North Rotterdam,Rainy,7670.0,2026-10,10,2026Q4
2026-10-13,WTE_RTM_02,Rotterdam City,Metal,118.0,Municipal,80.0,Port Area,Rainy,9440.0,2026-10,10,2026Q4
2026-10-14,WTE_RTM_02,Rotterdam City,Organic,537.95,Household,70.0,North Rotterdam,Cloudy,37656.5,2026-10,10,2026Q4
2026-10-14,WTE_RTM_01,Rotterdam Port,Plastic,307.4,Industrial,95.0,Central District,Cloudy,29203.0,2026-10,10,2026Q4
2026-10-14,WTE_RTM_01,Rotterdam Port,Industrial Waste,384.25,Industrial,85.0,Central District,Cloudy,32661.25,2026-10,10,2026Q4
2026-10-14,WTE_RTM_02,Rotterdam City,Paper/Cardboard,274.0310305123777,Municipal,65.0,South Rotterdam,Cloudy,17812.02,2026-10,10,2026Q4
2026-10-14,WTE_RTM_02,Rotterdam City,Metal,153.7,Municipal,80.0,North Rotterdam,Cloudy,12296.0,2026-10,10,2026Q4
2026-10-15,WTE_RTM_02,Rotterdam City,Organic,535.15,Household,70.0,North Rotterdam,Rainy,37460.5,2026-10,10,2026Q4
2026-10-15,WTE_RTM_01,Rotterdam Port,Plastic,305.8,Industrial,95.0,Central District,Rainy,29051.0,2026-10,10,2026Q4
2026-10-15,WTE_RTM_01,Rotterdam Port,Industrial Waste,382.25,Industrial,85.0,South Rotterdam,Rainy,32491.25,2026-10,10,2026Q4
2026-10-15,WTE_RTM_02,Rotterdam City,Paper/Cardboard,152.9,Municipal,65.0,North Rotterdam,Rainy,9938.5,2026-10,10,2026Q4
2026-10-15,WTE_RTM_02,Rotterdam City,Metal,152.9,Municipal,80.0,Central District,Rainy,12232.0,2026-10,10,2026Q4
2026-10-16,WTE_RTM_02,Rotterdam City,Organic,537.25,Household,70.0,South Rotterdam,Rainy,37607.5,2026-10,10,2026Q4
2026-10-16,WTE_RTM_01,Rotterdam Port,Plastic,307.0,Industrial,95.0,South Rotterdam,Rainy,29165.0,2026-10,10,2026Q4
2026-10-16,WTE_RTM_01,Rotterdam Port,Industrial Waste,383.75,Industrial,85.0,South Rotterdam,Rainy,32618.75,2026-10,10,2026Q4
2026-10-16,WTE_RTM_02,Rotterdam City,Paper/Cardboard,153.5,Municipal,65.0,Port Area,Rainy,9977.5,2026-10,10,2026Q4
2026-10-16,WTE_RTM_02,Rotterdam City,Metal,153.5,Municipal,80.0,North Rotterdam,Rainy,12280.0,2026-10,10,2026Q4
2026-10-17,WTE_RTM_02,Rotterdam City,Organic,472.85,Household,70.0,South Rotterdam,Rainy,33099.5,2026-10,10,2026Q4
2026-10-17,WTE_RTM_01,Rotterdam Port,Plastic,270.2,Industrial,95.0,Port Area,Rainy,25669.0,2026-10,10,2026Q4
2026-10-17,WTE_RTM_01,Rotterdam Port,Industrial Waste,337.75,Industrial,85.0,Central District,Rainy,28708.75,2026-10,10,2026Q4
2026-10-17,WTE_RTM_02,Rotterdam City,Paper/Cardboard,135.1,Municipal,78.87478361223312,Central District,Rainy,10655.98,2026-10,10,2026Q4
2026-10-17,WTE_RTM_02,Rotterdam City,Metal,274.0310305123777,Municipal,80.0,South Rotterdam,Rainy,21922.48,2026-10,10,2026Q4
2026-10-18,WTE_RTM_02,Rotterdam City,Organic,274.0310305123777,Household,70.0,Port Area,Cloudy,19182.17,2026-10,10,2026Q4
2026-10-18,WTE_RTM_01,Rotterdam Port,Plastic,259.8,Industrial,95.0,North Rotterdam,Cloudy,24681.0,2026-10,10,2026Q4
2026-10-18,WTE_RTM_01,Rotterdam Port,Industrial Waste,324.75,Industrial,85.0,North Rotterdam,Cloudy,27603.75,2026-10,10,2026Q4
2026-10-18,WTE_RTM_02,Rotterdam City,Paper/Cardboard,129.9,Municipal,65.0,North Rotterdam,Cloudy,8443.5,2026-10,10,2026Q4
2026-10-18,WTE_RTM_02,Rotterdam City,Metal,129.9,Municipal,80.0,Central District,Cloudy,10392.0,2026-10,10,2026Q4
2026-10-19,WTE_RTM_02,Rotterdam City,Organic,447.65,Household,70.0,Port Area,Rainy,31335.5,2026-10,10,2026Q4
2026-10-19,WTE_RTM_01,Rotterdam Port,Plastic,255.8,Industrial,95.0,Port Area,Rainy,24301.0,2026-10,10,2026Q4
2026-10-19,WTE_RTM_01,Rotterdam Port,Industrial Waste,319.75,Industrial,85.0,North Rotterdam,Rainy,27178.75,2026-10,10,2026Q4
2026-10-19,WTE_RTM_02,Rotterdam City,Paper/Cardboard,127.9,Municipal,65.0,Central District,Rainy,8313.5,2026-10,10,2026Q4
2026-10-19,WTE_RTM_02,Rotterdam City,Metal,127.9,Municipal,80.0,Central District,Rainy,10232.0,2026-10,10,2026Q4
2026-10-20,WTE_RTM_02,Rotterdam City,Organic,557.55,Household,70.0,Central District,Rainy,39028.5,2026-10,10,2026Q4
2026-10-20,WTE_RTM_01,Rotterdam Port,Plastic,318.6,Industrial,95.0,North Rotterdam,Rainy,30267.0,2026-10,10,2026Q4
2026-10-20,WTE_RTM_01,Rotterdam Port,Industrial Waste,398.25,Industrial,85.0,North Rotterdam,Rainy,33851.25,2026-10,10,2026Q4
2026-10-20,WTE_RTM_02,Rotterdam City,Paper/Cardboard,159.3,Municipal,65.0,Port Area,Rainy,10354.5,2026-10,10,2026Q4
2026-10-20,WTE_RTM_02,Rotterdam City,Metal,159.3,Municipal,78.87478361223312,North Rotterdam,Rainy,12564.75,2026-10,10,2026Q4
2026-10-21,WTE_RTM_02,Rotterdam City,Organic,421.05,Household,70.0,Port Area,Rainy,29473.5,2026-10,10,2026Q4
2026-10-21,WTE_RTM_01,Rotterdam Port,Plastic,240.6,Industrial,95.0,North Rotterdam,Rainy,22857.0,2026-10,10,2026Q4
2026-10-21,WTE_RTM_01,Rotterdam Port,Industrial Waste,300.75,Industrial,85.0,North Rotterdam,Rainy,25563.75,2026-10,10,2026Q4
2026-10-21,WTE_RTM_02,Rotterdam City,Paper/Cardboard,120.3,Municipal,65.0,North Rotterdam,Rainy,7819.5,2026-10,10,2026Q4
2026-10-21,WTE_RTM_02,Rotterdam City,Metal,120.3,Municipal,80.0,North Rotterdam,Rainy,9624.0,2026-10,10,2026Q4
2026-10-22,WTE_RTM_02,Rotterdam City,Organic,463.75,Household,70.0,Central District,Rainy,32462.5,2026-10,10,2026Q4
2026-10-22,WTE_RTM_01,Rotterdam Port,Plastic,265.0,Industrial,95.0,North Rotterdam,Rainy,25175.0,2026-10,10,2026Q4
2026-10-22,WTE_RTM_01,Rotterdam Port,Industrial Waste,331.25,Industrial,85.0,Central District,Rainy,28156.25,2026-10,10,2026Q4
2026-10-22,WTE_RTM_02,Rotterdam City,Paper/Cardboard,132.5,Municipal,65.0,Port Area,Rainy,8612.5,2026-10,10,2026Q4
2026-10-22,WTE_RTM_02,Rotterdam City,Metal,132.5,Municipal,80.0,South Rotterdam,Rainy,10600.0,2026-10,10,2026Q4
2026-10-23,WTE_RTM_02,Rotterdam City,Organic,455.35,Household,70.0,Central District,Dry,31874.5,2026-10,10,2026Q4
2026-10-23,WTE_RTM_01,Rotterdam Port,Plastic,260.2,Industrial,95.0,North Rotterdam,Dry,24719.0,2026-10,10,2026Q4
2026-10-23,WTE_RTM_01,Rotterdam Port,Industrial Waste,325.25,Industrial,85.0,Central District,Dry,27646.25,2026-10,10,2026Q4
2026-10-23,WTE_RTM_02,Rotterdam City,Paper/Cardboard,130.1,Municipal,65.0,South Rotterdam,Dry,8456.5,2026-10,10,2026Q4
2026-10-23,WTE_RTM_02,Rotterdam City,Metal,130.1,Municipal,80.0,Central District,Dry,10408.0,2026-10,10,2026Q4
2026-10-24,WTE_RTM_02,Rotterdam City,Organic,423.15,Household,70.0,Port Area,Dry,29620.5,2026-10,10,2026Q4
2026-10-24,WTE_RTM_01,Rotterdam Port,Plastic,241.8,Industrial,95.0,Port Area,Dry,22971.0,2026-10,10,2026Q4
2026-10-24,WTE_RTM_01,Rotterdam Port,Industrial Waste,302.25,Industrial,85.0,South Rotterdam,Dry,25691.25,2026-10,10,2026Q4
2026-10-24,WTE_RTM_02,Rotterdam City,Paper/Cardboard,120.9,Municipal,65.0,South Rotterdam,Dry,7858.5,2026-10,10,2026Q4
2026-10-24,WTE_RTM_02,Rotterdam City,Metal,120.9,Municipal,80.0,North Rotterdam,Dry,9672.0,2026-10,10,2026Q4
2026-10-25,WTE_RTM_02,Rotterdam City,Organic,490.7,Household,70.0,South Rotterdam,Rainy,34349.0,2026-10,10,2026Q4
2026-10-25,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,95.0,Port Area,Rainy,26032.95,2026-10,10,2026Q4
2026-10-25,WTE_RTM_01,Rotterdam Port,Industrial Waste,350.5,Industrial,85.0,Central District,Rainy,29792.5,2026-10,10,2026Q4
2026-10-25,WTE_RTM_02,Rotterdam City,Paper/Cardboard,140.2,Municipal,65.0,North Rotterdam,Rainy,9113.0,2026-10,10,2026Q4
2026-10-25,WTE_RTM_02,Rotterdam City,Metal,140.2,Municipal,80.0,Port Area,Rainy,11216.0,2026-10,10,2026Q4
2026-10-26,WTE_RTM_02,Rotterdam City,Organic,499.45,Household,70.0,North Rotterdam,Rainy,34961.5,2026-10,10,2026Q4
2026-10-26,WTE_RTM_01,Rotterdam Port,Plastic,285.4,Industrial,95.0,South Rotterdam,Rainy,27113.0,2026-10,10,2026Q4
2026-10-26,WTE_RTM_01,Rotterdam Port,Industrial Waste,356.75,Industrial,85.0,Central District,Rainy,30323.75,2026-10,10,2026Q4
2026-10-26,WTE_RTM_02,Rotterdam City,Paper/Cardboard,142.7,Municipal,65.0,North Rotterdam,Rainy,9275.5,2026-10,10,2026Q4
2026-10-26,WTE_RTM_02,Rotterdam City,Metal,142.7,Municipal,80.0,North Rotterdam,Rainy,11416.0,2026-10,10,2026Q4
2026-10-27,WTE_RTM_02,Rotterdam City,Organic,498.4,Household,70.0,North Rotterdam,Cloudy,34888.0,2026-10,10,2026Q4
2026-10-27,WTE_RTM_01,Rotterdam Port,Plastic,284.8,Industrial,95.0,Port Area,Cloudy,27056.0,2026-10,10,2026Q4
2026-10-27,WTE_RTM_01,Rotterdam Port,Industrial Waste,356.0,Industrial,78.87478361223312,North Rotterdam,Cloudy,28079.42,2026-10,10,2026Q4
2026-10-27,WTE_RTM_02,Rotterdam City,Paper/Cardboard,142.4,Municipal,78.87478361223312,Port Area,Cloudy,11231.77,2026-10,10,2026Q4
2026-10-27,WTE_RTM_02,Rotterdam City,Metal,142.4,Municipal,80.0,Central District,Cloudy,11392.0,2026-10,10,2026Q4
2026-10-28,WTE_RTM_02,Rotterdam City,Organic,488.95,Household,70.0,South Rotterdam,Dry,34226.5,2026-10,10,2026Q4
2026-10-28,WTE_RTM_01,Rotterdam Port,Plastic,279.4,Industrial,95.0,South Rotterdam,Dry,26543.0,2026-10,10,2026Q4
2026-10-28,WTE_RTM_01,Rotterdam Port,Industrial Waste,349.25,Industrial,85.0,South Rotterdam,Dry,29686.25,2026-10,10,2026Q4
2026-10-28,WTE_RTM_02,Rotterdam City,Paper/Cardboard,139.7,Municipal,65.0,South Rotterdam,Dry,9080.5,2026-10,10,2026Q4
2026-10-28,WTE_RTM_02,Rotterdam City,Metal,139.7,Municipal,80.0,Port Area,Dry,11176.0,2026-10,10,2026Q4
2026-10-29,WTE_RTM_02,Rotterdam City,Organic,503.65,Household,70.0,Port Area,Dry,35255.5,2026-10,10,2026Q4
2026-10-29,WTE_RTM_01,Rotterdam Port,Plastic,287.8,Industrial,95.0,Central District,Dry,27341.0,2026-10,10,2026Q4
2026-10-29,WTE_RTM_01,Rotterdam Port,Industrial Waste,359.75,Industrial,85.0,Central District,Dry,30578.75,2026-10,10,2026Q4
2026-10-29,WTE_RTM_02,Rotterdam City,Paper/Cardboard,143.9,Municipal,65.0,South Rotterdam,Dry,9353.5,2026-10,10,2026Q4
2026-10-29,WTE_RTM_02,Rotterdam City,Metal,143.9,Municipal,80.0,Port Area,Dry,11512.0,2026-10,10,2026Q4
2026-10-30,WTE_RTM_02,Rotterdam City,Organic,477.05,Household,70.0,Central District,Cloudy,33393.5,2026-10,10,2026Q4
2026-10-30,WTE_RTM_01,Rotterdam Port,Plastic,272.6,Industrial,95.0,Port Area,Cloudy,25897.0,2026-10,10,2026Q4
2026-10-30,WTE_RTM_01,Rotterdam Port,Industrial Waste,340.75,Industrial,85.0,Central District,Cloudy,28963.75,2026-10,10,2026Q4
2026-10-30,WTE_RTM_02,Rotterdam City,Paper/Cardboard,136.3,Municipal,65.0,Port Area,Cloudy,8859.5,2026-10,10,2026Q4
2026-10-30,WTE_RTM_02,Rotterdam City,Metal,136.3,Municipal,80.0,Port Area,Cloudy,10904.0,2026-10,10,2026Q4
2026-10-31,WTE_RTM_02,Rotterdam City,Organic,472.85,Household,70.0,South Rotterdam,Rainy,33099.5,2026-10,10,2026Q4
2026-10-31,WTE_RTM_01,Rotterdam Port,Plastic,270.2,Industrial,95.0,North Rotterdam,Rainy,25669.0,2026-10,10,2026Q4
2026-10-31,WTE_RTM_01,Rotterdam Port,Industrial Waste,337.75,Industrial,85.0,Central District,Rainy,28708.75,2026-10,10,2026Q4
2026-10-31,WTE_RTM_02,Rotterdam City,Paper/Cardboard,135.1,Municipal,65.0,Port Area,Rainy,8781.5,2026-10,10,2026Q4
2026-10-31,WTE_RTM_02,Rotterdam City,Metal,135.1,Municipal,80.0,Central District,Rainy,10808.0,2026-10,10,2026Q4
2026-11-01,WTE_RTM_02,Rotterdam City,Organic,541.45,Household,70.0,Port Area,Cloudy,37901.5,2026-11,11,2026Q4
2026-11-01,WTE_RTM_01,Rotterdam Port,Plastic,309.4,Industrial,95.0,Central District,Cloudy,29393.0,2026-11,11,2026Q4
2026-11-01,WTE_RTM_01,Rotterdam Port,Industrial Waste,386.75,Industrial,85.0,North Rotterdam,Cloudy,32873.75,2026-11,11,2026Q4
2026-11-01,WTE_RTM_02,Rotterdam City,Paper/Cardboard,154.7,Municipal,65.0,South Rotterdam,Cloudy,10055.5,2026-11,11,2026Q4
2026-11-01,WTE_RTM_02,Rotterdam City,Metal,154.7,Municipal,80.0,South Rotterdam,Cloudy,12376.0,2026-11,11,2026Q4
2026-11-02,WTE_RTM_02,Rotterdam City,Organic,526.05,Household,70.0,Central District,Cloudy,36823.5,2026-11,11,2026Q4
2026-11-02,WTE_RTM_01,Rotterdam Port,Plastic,300.6,Industrial,95.0,Port Area,Cloudy,28557.0,2026-11,11,2026Q4
2026-11-02,WTE_RTM_01,Rotterdam Port,Industrial Waste,375.75,Industrial,85.0,Port Area,Cloudy,31938.75,2026-11,11,2026Q4
2026-11-02,WTE_RTM_02,Rotterdam City,Paper/Cardboard,150.3,Municipal,65.0,Port Area,Cloudy,9769.5,2026-11,11,2026Q4
2026-11-02,WTE_RTM_02,Rotterdam City,Metal,150.3,Municipal,80.0,South Rotterdam,Cloudy,12024.0,2026-11,11,2026Q4
2026-11-03,WTE_RTM_02,Rotterdam City,Organic,428.75,Household,70.0,South Rotterdam,Rainy,30012.5,2026-11,11,2026Q4
2026-11-03,WTE_RTM_01,Rotterdam Port,Plastic,245.0,Industrial,95.0,North Rotterdam,Rainy,23275.0,2026-11,11,2026Q4
2026-11-03,WTE_RTM_01,Rotterdam Port,Industrial Waste,306.25,Industrial,85.0,Central District,Rainy,26031.25,2026-11,11,2026Q4
2026-11-03,WTE_RTM_02,Rotterdam City,Paper/Cardboard,122.5,Municipal,65.0,North Rotterdam,Rainy,7962.5,2026-11,11,2026Q4
2026-11-03,WTE_RTM_02,Rotterdam City,Metal,122.5,Municipal,80.0,South Rotterdam,Rainy,9800.0,2026-11,11,2026Q4
2026-11-04,WTE_RTM_02,Rotterdam City,Organic,521.85,Household,70.0,South Rotterdam,Rainy,36529.5,2026-11,11,2026Q4
